
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000485                       # Number of seconds simulated (Second)
simTicks                                    484637000                       # Number of ticks simulated (Tick)
finalTick                                   484637000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      7.53                       # Real time elapsed on the host (Second)
hostTickRate                                 64369620                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     769392                       # Number of bytes of host memory used (Byte)
simInsts                                       430216                       # Number of instructions simulated (Count)
simOps                                         833780                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    57140                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     110740                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           484638                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.126499                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.887706                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          993974                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      255                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         967161                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3508                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               160416                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            173068                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 111                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              474770                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.037115                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.550650                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.committed_2::IndirectCond            0      0.00%     99.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_2::IndirectUncond          218      0.98%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_2::total        22252                       # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::NoBranch           40      0.18%      0.18% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::Return          839      3.77%      3.95% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::CallDirect          744      3.34%      7.29% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::CallIndirect          100      0.45%      7.74% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::DirectCond        19109     85.88%     93.62% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::DirectUncond         1202      5.40%     99.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::IndirectCond            0      0.00%     99.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::IndirectUncond          218      0.98%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_3::total        22252                       # Number of branches finally committed  (Count)
system.cpu.branchPred.committed::total          89008      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch           40      0.43%      0.43% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            0      0.00%      0.43% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect          655      7.00%      7.43% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           72      0.77%      8.20% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond         7377     78.82%     87.02% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond         1137     12.15%     99.17% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     99.17% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond           78      0.83%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total         9359                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::NoBranch           40      0.44%      0.44% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::Return            0      0.00%      0.44% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::CallDirect          668      7.43%      7.87% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::CallIndirect            3      0.03%      7.91% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::DirectCond         7157     79.58%     87.48% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::DirectUncond         1119     12.44%     99.92% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::IndirectCond            0      0.00%     99.92% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::IndirectUncond            7      0.08%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_1::total         8994                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::NoBranch           40      0.44%      0.44% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::Return            0      0.00%      0.44% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::CallDirect          667      7.38%      7.82% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::CallIndirect            2      0.02%      7.85% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::DirectCond         7205     79.73%     87.57% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::DirectUncond         1118     12.37%     99.94% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::IndirectCond            0      0.00%     99.94% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::IndirectUncond            5      0.06%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_2::total         9037                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::NoBranch           40      0.43%      0.43% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::Return            0      0.00%      0.43% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::CallDirect          657      7.05%      7.48% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::CallIndirect           31      0.33%      7.81% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::DirectCond         7376     79.12%     86.93% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::DirectUncond         1142     12.25%     99.18% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::IndirectCond            0      0.00%     99.18% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::IndirectUncond           76      0.82%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_3::total         9322                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted::total        36712      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::NoBranch           39      8.76%      8.76% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::Return            0      0.00%      8.76% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::CallDirect            0      0.00%      8.76% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::CallIndirect            0      0.00%      8.76% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectCond          406     91.24%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::total          445                       # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_1::NoBranch           40     11.70%     11.70% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_1::Return            0      0.00%     11.70% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_1::CallDirect            0      0.00%     11.70% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_1::CallIndirect            0      0.00%     11.70% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_1::DirectCond          302     88.30%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_1::DirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
